@RELATION CLASSES

@ATTRIBUTE atb1 NUMERIC
@ATTRIBUTE atb2 NUMERIC
@ATTRIBUTE atb3 NUMERIC
@ATTRIBUTE atb4 NUMERIC
@ATTRIBUTE atb5 NUMERIC
@ATTRIBUTE atb6 NUMERIC
@ATTRIBUTE atb7 NUMERIC
@ATTRIBUTE atb8 NUMERIC

@ATTRIBUTE class {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}

@DATA
1.473624,3.348523,0.594281,1.477811,2.212687,4.093532,1.112676,6.056101,class_10
1.762803,4.798676,2.306167,4.662023,2.303922,7.622579,2.069663,4.387121,class_10
2.719888,6.153496,3.474324,5.129474,3.080645,6.571440,4.178253,8.384709,class_10
1.653061,4.097603,1.741935,6.674302,1.875862,3.978187,1.727825,5.689947,class_10
1.397837,3.108092,1.458333,4.607324,0.583969,1.916833,1.529915,3.377585,class_10
0.774527,5.870880,1.149823,7.246403,1.357143,7.248152,0.723112,5.547416,class_10
1.669283,4.447935,2.022135,6.124854,2.342466,9.122033,1.606513,5.431938,class_10
1.791457,4.121183,1.575688,2.734213,1.750000,3.109217,1.854772,4.365676,class_10
0.881119,3.124808,1.271762,5.532036,0.177632,1.362573,0.952066,4.687880,class_10
0.915677,4.338555,0.807159,4.285266,0.293388,0.630392,0.199090,0.455230,class_10
1.058824,2.417634,0.970944,2.236421,0.918519,1.901469,0.617610,1.364304,class_10
0.847990,1.546843,0.906553,1.656044,2.007246,4.831953,0.691530,1.390201,class_10
1.971178,5.195470,2.147453,5.440364,1.357143,1.422756,0.960080,1.634949,class_10
2.445040,4.611189,3.263636,5.577570,0.880000,1.142629,3.180593,5.474001,class_10
1.323413,5.774754,0.882841,4.020487,5.663194,8.901531,0.807475,3.743060,class_10
1.950000,2.658091,2.579365,4.586649,2.970968,3.453254,2.154472,3.805927,class_10
3.436675,8.858195,2.482044,6.415060,4.224832,11.999991,2.863237,8.373802,class_10
0.665523,4.363575,1.622038,4.643503,0.088129,0.313605,0.811711,4.661827,class_10
3.052342,4.958785,3.270833,6.653094,0.586667,2.976620,2.262295,5.246602,class_10
1.853896,5.225569,1.328155,4.262399,5.390152,10.407022,1.096181,2.151760,class_10
0.918669,4.577818,0.503671,1.841056,5.395973,8.336721,0.283208,1.028009,class_10
1.171053,3.981025,1.328326,3.181480,1.008734,2.453037,0.757576,3.727073,class_10
3.278614,5.846358,1.486352,4.360229,5.726667,9.208255,1.676127,5.598886,class_10
1.569472,5.576770,1.271591,2.950364,2.301653,2.977172,0.524205,1.914611,class_10
0.722603,3.224406,0.576625,2.702397,0.004213,0.064774,0.596610,4.258722,class_10
0.227617,1.427710,0.571936,2.484351,0.006793,0.082142,0.285483,1.613887,class_10
3.060256,5.470453,4.334677,7.109707,3.222826,5.312958,1.460674,2.706863,class_10
2.203226,5.158623,1.973929,4.157208,1.595541,4.831437,3.398417,5.823897,class_10
2.023810,4.433305,1.843750,3.556327,2.605634,4.994303,2.222649,3.667090,class_10
1.342227,5.591679,0.755319,1.416031,1.821070,7.944188,0.767575,2.131390,class_10
2.206941,4.687083,2.407110,5.697504,1.794118,2.238802,1.729519,4.662573,class_10
1.286730,3.016269,2.845170,3.715776,1.515337,3.294084,2.265554,5.962265,class_10
2.046174,3.393184,3.057263,5.278111,1.923077,3.521979,3.020290,10.431677,class_10
1.331050,4.759033,1.523098,3.548501,1.199422,5.147321,1.658456,4.346820,class_10
1.251263,3.521040,1.028630,3.177953,2.536585,4.151682,0.741419,1.486615,class_10
2.306630,4.431169,3.393855,6.018469,3.733553,6.249057,3.049005,4.823124,class_10
1.113456,2.078360,2.309840,4.742689,1.233161,2.454253,1.703329,3.474568,class_10
2.106360,4.018417,1.970721,3.811321,0.451807,0.997329,2.763419,4.358864,class_10
2.752155,5.666275,2.853201,5.237144,2.959854,8.660793,3.027539,5.182979,class_10
0.810706,3.040934,0.879203,3.212732,0.005515,0.074056,2.163636,4.191733,class_10
1.467419,3.921001,1.996144,4.828550,1.081140,3.251854,1.404444,4.071325,class_10
3.894886,5.247053,3.560224,5.658328,3.596000,4.298928,3.095761,7.081623,class_10
3.501282,6.015898,4.286747,6.945897,2.078199,3.313200,3.239832,5.652636,class_10
1.453518,3.436663,1.671756,3.987467,0.646154,1.995616,1.373494,2.662919,class_10
1.545045,5.702279,1.516520,4.787874,0.120000,0.324962,1.113122,3.908168,class_10
0.906393,2.553609,1.455235,4.840307,0.000521,0.022816,0.502536,2.969990,class_10
1.152954,3.986637,0.276509,1.969161,0.000644,0.025359,2.096033,4.914633,class_10
0.263581,2.491086,0.441617,1.313064,0.000000,0.000000,0.143010,1.995751,class_10
0.006796,0.082158,0.005037,0.070792,0.000773,0.027799,0.004874,0.069646,class_10
0.908938,2.587127,1.251708,3.006328,0.821951,2.986965,1.190965,3.163979,class_10
0.967949,5.546100,2.420391,4.481256,1.846154,6.105645,1.446271,4.575738,class_10
1.405000,5.310459,0.995487,2.386593,0.739919,4.900512,2.120000,3.288642,class_10
2.012136,4.281066,3.653846,7.748563,3.563380,9.380680,1.906883,3.928953,class_10
2.575676,4.162049,2.140805,4.632810,2.211765,3.199611,1.934509,3.223926,class_10
1.722520,5.109467,2.200221,5.771340,0.178899,0.605869,1.618480,9.126069,class_10
0.604052,2.244646,0.278907,1.200000,0.603774,0.907820,0.207207,0.543427,class_10
2.094221,5.451238,2.469444,5.372942,2.390977,4.487802,2.257549,4.876022,class_10
0.775862,1.755343,0.518553,1.595776,0.250000,1.557432,0.448889,2.819348,class_10
0.886062,1.790234,0.715842,1.596235,0.631188,2.530041,0.810244,1.582085,class_10
1.728137,6.318108,2.107375,6.320127,0.154830,0.969070,1.473928,4.302195,class_10
2.108899,5.236432,1.791494,4.926334,0.010460,0.155878,2.886978,5.587983,class_10
2.006010,4.774855,2.942348,7.280242,0.012774,0.112297,2.400517,5.809846,class_10
1.805915,3.553297,2.692961,6.292363,5.339888,9.167890,1.940080,3.327308,class_10
1.678851,3.257648,1.622931,2.961677,2.487952,4.549908,1.063701,2.468607,class_10
0.287879,0.625687,0.231293,0.472385,0.280576,0.600105,0.270968,0.597950,class_10
0.672527,1.907306,0.736205,2.023847,1.635321,2.482515,0.518278,1.733068,class_10
0.976744,3.175952,0.747279,3.377889,0.705757,2.393753,0.158737,1.393371,class_10
2.884416,6.124330,1.933857,3.657889,1.560870,2.307500,1.816921,3.592995,class_10
1.861171,5.200141,1.282169,4.550207,0.359307,1.400645,0.255536,1.973779,class_10
2.393973,6.217588,1.539562,5.139071,0.007874,0.104698,0.347353,1.838793,class_10
1.961340,4.840875,1.844875,6.491271,1.868056,2.612948,2.245315,6.170308,class_10
2.077160,4.699314,2.799479,4.729000,0.047945,0.213650,3.727273,6.396274,class_10
3.438571,6.071286,3.467836,7.006502,3.432432,6.810659,2.812183,5.020121,class_10
2.949062,5.109795,2.560533,4.656932,3.611765,8.310297,2.628032,3.472910,class_10
3.582915,6.974967,2.151934,4.286251,1.067308,1.967351,4.751979,7.963089,class_10
0.862468,1.936088,1.385504,4.203530,0.912371,2.267555,0.698352,1.454074,class_10
0.903080,3.004319,1.380482,4.265448,0.060484,0.238381,1.789838,3.281228,class_10
3.225410,4.264449,1.604567,3.093282,3.180000,4.515263,3.006568,6.592275,class_10
0.035585,0.212545,0.033446,0.240270,0.268595,0.512413,0.024668,0.159137,class_10
1.137161,3.718612,1.040517,3.681629,0.036946,0.188629,1.243603,3.873911,class_10
1.702128,2.983839,1.426316,2.119420,1.320896,1.491772,1.425175,2.604124,class_10
2.920424,5.331109,2.857673,4.598837,6.945736,10.265703,2.436190,3.935942,class_10
1.092941,3.029979,0.591912,2.147761,2.434146,5.292130,0.651775,2.405640,class_10
2.190574,5.237256,1.215633,3.437054,5.199005,8.429113,1.116386,1.953971,class_10
2.448148,5.593021,2.022472,5.013695,1.047771,3.273267,2.459843,3.504716,class_10
3.091358,6.738799,4.024038,7.470416,4.030000,4.868172,3.819672,6.253639,class_10
2.244444,4.703276,1.834808,4.282002,1.843137,2.933061,1.747088,4.199984,class_10
1.442065,2.168539,1.350877,3.888766,1.285714,1.326513,1.462051,4.123052,class_10
2.768987,5.387751,2.146802,4.188539,3.702055,4.594174,2.786087,4.886305,class_10
2.941687,6.337906,1.810651,5.209955,5.594340,9.715071,2.539379,7.051481,class_10
0.109620,0.512983,0.118881,0.526538,0.333333,0.938145,0.109295,0.498522,class_10
0.079096,0.665505,0.378538,1.231222,0.453846,1.977222,0.718499,3.861814,class_10
1.793651,2.594716,1.291469,4.339325,3.485612,5.643307,1.444284,2.021808,class_10
0.447942,3.450491,0.614545,2.418972,0.029730,0.185071,0.573177,3.524089,class_10
1.717391,4.251722,1.937923,5.736067,1.020362,4.013218,1.620126,5.066263,class_10
1.963615,4.229046,3.467236,6.051623,3.708589,8.194214,2.168654,4.041586,class_10
